Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
A0000317,A317,20/06/2025,Fugitivo en la Operacion Dulce Amargo es detenido en fiesta electronica en VG,,www.cliquef5.com.br,https://tinyurl.com/4xekzy63,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Fiesta Electronica, Profugo, Operacion Dulce Amargo",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Várzea Grande,America,America del Sur,Brasil,Mato Groso,Várzea Grande,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-12.425472, -56.310701","-15.648830, -56.137155",20/06/2025,20,3,2,Junio,T2,2025
A0000318,A318,21/06/2025,"CÓRDOBA: DOS DETENIDOS Y SECUESTRO DE COCAÍNA, TUSSI, MDMA, ÉXTASIS, POPPER, HACHÍS, Y MARIHUANA EN UNA FIESTA ELECTRÓNICA",,www.mpfcordoba.gob.ar,https://tinyurl.com/27vckr8p,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Popper, Hachis, Cocaina, Marihuana, Fiesta Electronica, División K9",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcoticos,Mauricio Yadarola 1600,America,America del Sur,Argentina,Cordoba,Cordoba Capital,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.390620, -64.161550",21/06/2025,21,3,2,Junio,T2,2025
,A318,21/06/2025,,,,,,,,,,,,,Depresor,Popper,"0,00",Sin datos,,,,,,,,,,,,,21/06/2025,21,3,2,Junio,T2,2025
A0000319,A319,21/06/2025,"OPERACIÓN CORPUS CHRISTI: Policía Militar incauta marihuana, cocaína, hachís, éxtasis y LSD en Ilha do Mel",,www.ilhadomelfm.com.br,https://tinyurl.com/yc7psxvb,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Hachis, Cocaina, Marihuana, OPERACIÓN CORPUS CHRISTI, Can Detector",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,Isla de Mel,America,America del Sur,Brasil,Parana,Paranaguá,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-25.511856, -48.337055",21/06/2025,21,3,2,Junio,T2,2025
,A319,21/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,,,,21/06/2025,21,3,2,Junio,T2,2025
A0000320,A320,23/06/2025,"Cocaína, éxtasis, LSD y marihuana, tienda de açaí en el centro de BC operaba como punto de tráfico de drogas",,www.portalmenina.com.br,https://tinyurl.com/yc54uan5,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, LOLO, Skunk, Cocaina, Comercializacion",Estimulante y empatogeno,MDMA,24,Pastillas,Batallón de la Policía Militar,Balneario Camboriú,America,America del Sur,Brasil,Santa Catarina,Balneario Camboriú,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-26.996604, -48.627168",23/06/2025,23,4,2,Junio,T2,2025
,A320,23/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,155,Unidades,,,,,,,,,,,,,23/06/2025,23,4,2,Junio,T2,2025
A0000321,A321,23/06/2025,"Narcotraficante: El primer ministro desmantela narcotraficante en Congonhas y arresta a dos personas con cocaína, éxtasis, dinero y una máquina de tarjetas.",,www.correiodeminas.com.br,https://tinyurl.com/5n8arhdd,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Marihuana, Denuncia Anonima",Estimulante y empatogeno,MDMA,8,Pastillas,Policia Militar,Congonhas do Norte,America,America del Sur,Brasil,Minas Gerais,Congonhas do Norte,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-18.810244, -43.677869",23/06/2025,23,4,2,Junio,T2,2025
A0000322,A322,24/06/2025,Bullrich se hizo eco de la detención por tráfico de éxtasis de un gendarme en Concordia.,"Patricia Bullrich, ministra de Seguridad Nacional, se expresó públicamente del caso del sargento activo de Gendarmería Nacional, integrante del Grupo Alacrán,",www.cndigital.com.ar,https://tinyurl.com/2hbzafpn,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Entrega Vigilada, Agente Revelador, Grupo Alacran",Estimulante y empatogeno,MDMA,18,KG,Gendarmeria Nacional Argentina,Concordia,America,America del Sur,Argentina,Entre Rios,Concordia,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-31.930198, -59.180947","-31.375008, -58.012683",24/06/2025,24,4,2,Junio,T2,2025
A0000323,A323,24/06/2025,"Detienen a hombre con cocaína, éxtasis, arma y R$ 13.000 en Florianópolis","Durante el operativo en Vila Aparecida, fue detenido un hombre con cocaína, éxtasis, R$ 13.000 y una pistola con el número de serie limado.",www.jornalrazao.com,https://tinyurl.com/mr7x523s,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Arma de Fuego",Estimulante y empatogeno,MDMA,31,Pastillas,Policia Militar,Vila Aparecida,America,America del Sur,Brasil,Santa Catarina,Florianopolis,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-27.607964, -48.581643",24/06/2025,24,4,2,Junio,T2,2025
A0000324,A324,24/06/2025,Laboratorio de drogas es desactivado por la PM con incautación de marihuana y éxtasis en São José,,www.olhovivocan.com.br,https://tinyurl.com/yc6bufz9,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana Plantas, Marihuana Prensada, BOPE",Estimulante y empatogeno,MDMA,1.320,Pastillas,Policia Militar,São José,America,America del Sur,Brasil,Santa Catarina,São José,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-27.600944, -48.612508",24/06/2025,24,4,2,Junio,T2,2025
A0000325,A325,24/06/2025,"Líder de banda y socio detenidos en Restinga, Porto Alegre, con arma turca y drogas sintéticas",Operación de la Policía Civil en Porto Alegre detiene a pareja vinculada a secuestro y homicidios; se incautaron pistola 9mm y éxtasis,www.portaldecamaqua.com.br,https://tinyurl.com/4wkd37wv,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Arma de Fuego",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Restinga,America,America del Sur,Brasil,Río Grande del Sur,Porto Alegre,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-30.155304, -51.141170",24/06/2025,24,4,2,Junio,T2,2025
A0000326,A326,25/06/2025,"Cayó el ‘zar de las drogas sintéticas’ en Ciudad Verde: vendía LSD, Tusi y ketamina en Soacha","Alias 'NN', señalado de liderar una red de microtráfico en la Comuna 2 de Soacha, fue capturado.",www.eltiempo.com,https://tinyurl.com/22cauz6r,Colombia,SA,ES,Incidente,Alta,Media,Medio,"LSD, Ketamina, TUSI,  Metadona, Cocaina, Mezcalina,  Flagrancia, Zar de las Drogas Sinteticas",Alucinogeno,LSD,175,Dosis,Policia Nacional de Colombia,Soacha,America,America del Sur,Colombia,Cundinamarca,Bogota,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.623469, -74.090936","4.580178, -74.210830",25/06/2025,25,4,2,Junio,T2,2025
,A326,25/06/2025,,,,,,,,,,,,,Alucinogeno,TUSI,66,Pastillas,,,,,,,,,,,,,25/06/2025,25,4,2,Junio,T2,2025
,A326,25/06/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,4,Frascos,,,,,,,,,,,,,25/06/2025,25,4,2,Junio,T2,2025
A0000327,A327,25/06/2025,"Detuvieron a menor que pretendía ingresar tusi, cocaína y marihuana escondidos en un plato de chunchullo a estación de Policía en Caldas",Este caso volvió a encender la polémica sobre el uso de adolescentes para la comisión de delitos en el Eje Cafetero,www.infobae.com,https://tinyurl.com/mbf5t3ac,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Marihuana, Cocaina (Perico), Menor de edad, Visita de Internos, Dosis de droga encaletadas en el alimento",Alucinogeno,TUSI,1,Pastillas,Policia Nacional de Colombia,Chinchina,America,America del Sur,Colombia,Caldas,Chinchina,CO,ISO 3166-2:CO,"4.068636, -72.886324","5.289745, -75.405812","4.984055, -75.605947",25/06/2025,25,4,2,Junio,T2,2025
A0000328,A328,25/06/2025,"La policía incauta marihuana, hachís y éxtasis durante un operativo en Guanhães",La acción tuvo como objetivo combatir la venta de estupefacientes en los días previos a la Expo Guanhães. Un hombre de 19 años fue detenido.,www.g1.globo.com,https://tinyurl.com/25x8snbn,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis, Marihuana, Expo Guanhães",Estimulante y empatogeno,MDMA,10,Pastillas,Policia Civil,Guanhães,America,America del Sur,Brasil,Minas Gerais,Guanhães,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-18.777770, -42.937886",25/06/2025,25,4,2,Junio,T2,2025
A0000329,A329,25/06/2025,Acción conjunta del PMDF y el PMGO recupera un vehículo robado y decomisa éxtasis en Arapoangas/DF,,www.portal.pm.df.gov.br,https://tinyurl.com/25m74k5m,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Vehiculo Robado",Estimulante y empatogeno,MDMA,34,Pastillas,Policia Militar,Arapoangas,America,America del Sur,Brasil,Brasilia,Distrito Federal,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-15.801741, -47.912089","-15.638718, -47.651569",25/06/2025,25,4,2,Junio,T2,2025
A0000330,A330,25/06/2025,Mujer detenida con casi mil pastillas de éxtasis en Bento Gonçalves,Fue detenida por tráfico de drogas y puesta a disposición de la Policía Judicial.,www.terra.com.br,https://tinyurl.com/369v7arr,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Servicio de Transporte Interurbano",Estimulante y empatogeno,MDMA,1.000,Pastillas,Policía Federal de Carreteras,Bento Gonçalves,America,America del Sur,Brasil,Río Grande del Sur,Bento Gonçalves,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-29.167502, -51.517378",25/06/2025,25,4,2,Junio,T2,2025
A0000331,A331,26/06/2025,Caen otros presuntos expendedores de Tusi en Ibagué,,www.elirreverenteibague.com,https://tinyurl.com/43jtrk4e,Colombia,SA,ES,Incidente,Alta,Media,Medio,TUSI,Alucinogeno,TUSI,3,Envoltorios,Policia Nacional de Colombia,El Bosque,America,America del Sur,Colombia,Tolima,Ibague,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.190631, -75.280520","4.429256, -75.206595",26/06/2025,26,4,2,Junio,T2,2025
A0000332,A332,26/06/2025,"Organización criminal utilizó empresas agrícolas para adquirir medicamentos veterinarios y producir drogas sintéticas en la República Srpska, afirma la policía",Siete personas fueron arrestadas durante un operativo este jueves (26). La trama generó millones de reales mediante el desvío de ketamina,www.g1.globo.com,https://tinyurl.com/4w6wcve6,Brasil,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Empresas Agricolas, Armas de Fuego",Anestesico disociativo,Ketamina,250,Frascos,Policia Civil,Guaíba,America,America del Sur,Brasil,Río Grande del Sur,Guaíba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-30.117239, -51.323188",26/06/2025,26,4,2,Junio,T2,2025
A0000333,A333,27/06/2025,Detienen a mujer venezolana que viajaba con drogas,El operativo fue realizado en la ruta 5 sur por personal de la OS7 Valdivia,www.soychile.cl,https://tinyurl.com/v5mpnzzw,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Marihuana, Bus Interprovincial, Peaje troncal de La Unión, Can detectora “Gemma“


",Anestesico disociativo,Ketamina,"0,503",KG,Carabineros de Chile,Peaje Troncal La Unión,America,America del Sur,Chile,Los Ríos,Valdivia,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-39.923377, -72.947683","-40.228032, -72.938667",27/06/2025,27,4,2,Junio,T2,2025
A0000334,A334,27/06/2025,Policía incauta más de dos mil pastillas de éxtasis escondidas en una casa del sur de Rio Preto; arquitecto es detenido,"Durante el operativo, los agentes de la Dise también hallaron municiones y objetos utilizados para el narcotráfico.",www.g1.globo.com,https://tinyurl.com/4wuvxtvv,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Vivienda, Deposito, Distribucion",Estimulante y empatogeno,MDMA,2.340,Pastillas,Policia Civil,São José do Rio Preto,America,America del Sur,Brasil,San Pablo,São José do Rio Preto,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-20.811070, -49.385972",27/06/2025,27,4,2,Junio,T2,2025
A0000335,A335,27/06/2025,Cargamento de éxtasis valorado en R$ 530.000 fue incautado a empresas de transporte en São João de Meriti,Los pedidos contenían un total de 6.600 pastillas de éxtasis.,www.odia.ig.com.br,https://tinyurl.com/yc6z28vr,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Empresa de Transporte, Escondidas en un kit de trapeador y balde.",Estimulante y empatogeno,MDMA,6.600,Pastillas,Reserva Federal,Baixada Fluminense,America,America del Sur,Brasil,Rio de Janeiro,Rio de Janeiro,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-22.945398, -43.205315","-22.945398, -43.205315",27/06/2025,27,4,2,Junio,T2,2025
A0000336,A336,28/06/2025,Arrestan a sospechoso de tráfico de drogas sintéticas en ciudad costera,"En el domicilio del sospechoso fueron decomisados ​​drogas, antecedentes por narcotráfico, un automóvil y varios artículos de lujo.",www.thmais.com.br,https://tinyurl.com/3yvyavsd,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Hachis",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Unidad de Investigación de Narcóticos,Peruíbe,America,America del Sur,Brasil,San Pablo,Peruíbe,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-24.319667, -46.992282",28/06/2025,28,4,2,Junio,T2,2025
A0000337,A337,29/06/2025,Joven detenido por narcotráfico durante fiesta en finca de Pedro Leopoldo,,www.pordentrodetudo.com.br,https://tinyurl.com/4hdkajc4,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Fiesta",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,Pedro Leopoldo,America,America del Sur,Brasil,Minas Gerais,Pedro Leopoldo,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-19.532791, -43.964093",29/06/2025,29,4,2,Junio,T2,2025
A0000338,A338,30/06/2025,"Decomisan marihuana, cocaína, crack y éxtasis en Parauapebas",,www.correiodecarajas.com.br,https://tinyurl.com/mwf3ea3f,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Crack, Marihuana, Cocaina, Trafico Interestatal",Estimulante y empatogeno,MDMA,"180,0",Pastillas,Policia Civil,Parauapebas,America,America del Sur,Brasil,Para,Parauapebas,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-4.506806, -52.265715","-6.068230, -49.903935",30/06/2025,30,5,2,Junio,T2,2025
A0000339,A339,1/07/2025,Producción de drogas sintéticas es interrumpida por el BOPE en operativo nocturno,El implicado y todo el material incautado fueron trasladados a la comisaría de Policía Civil.,www.topelegance.com.br,https://tinyurl.com/4jaujjc5,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Skunk, Hachis,Marihuana, Arma de Fuego, BOPE",Estimulante y empatogeno,MDMA,1.000,Pastillas,BOPE,São Jose,America,America del Sur,Brasil,Santa Catarina,Florianopolis,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-27.594672, -48.613586",1/07/2025,1,1,1,Julio,T3,2025
A0000340,A340,2/07/2025,"Detenido por tráfico de marihuana, cocaína, crack y éxtasis en la Ciudad Educação de Apucarana",,www.novaeranews.com.br,https://tinyurl.com/bdzky39s,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Crack, Cocaina, Marihuana, Operativo Militar",Estimulante y empatogeno,MDMA,10,Pastillas,Policia Militar,Cidade Educação,America,America del Sur,Brasil,Parana,Apucarana,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-23.529448, -51.433289",2/07/2025,2,1,1,Julio,T3,2025
A0000341,A341,2/07/2025,CARABINEROS DE HUARA FRUSTRA INGRESO DE ÉXTASIS VALORADO EN $60 MILLONES,,www.vilasradio.cl,https://tinyurl.com/5azt6uvf,Chile,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Oculta Consola Videojuegos",Estimulante y empatogeno,MDMA,"4,195",KG,Carabineros de Chile,Huara,America,America del Sur,Chile,Tarapaca,Huara,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-19.950298, -69.631271","-19.995784, -69.767546",2/07/2025,2,1,1,Julio,T3,2025
A0000342,A342,3/07/2025,"Cayó durante una persecución un delivery narco con LSD, tusi, hongos y éxtasis en Luján","El hombre, de 45 años, transportaba una importante cantidad de drogas sintéticas cuando fue descubierto por efectivos de la Unidad Especial de Patrullaje.",www.elsol.com.ar,https://tinyurl.com/e8cnmeta,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, TUSI, Marihuana, Cocaina, Hongos Alucinogenos, Cont rol Policial, Alforjas Bicicleta",Estimulante y empatogeno,MDMA,"0,0107",KG,Unidad Especial de Patrullaje,Lujan,America,America del Sur,Argentina,Buenos Aires,Lujan,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-34.564240, -59.119949",3/07/2025,3,1,1,Julio,T3,2025
,A342,3/07/2025,,,,,,,,,,,,,Alucinogeno,LSD,8,Dosis,,,,,,,,,,,,,3/07/2025,3,1,1,Julio,T3,2025
,A342,3/07/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,003",KG,,,,,,,,,,,,,3/07/2025,3,1,1,Julio,T3,2025
A0000343,A343,3/07/2025,Policía arresta a ladrón de bolsos y encuentra R$ 165.000 en éxtasis y marihuana,Sospechoso fue reconocido por la policía después de robar el bolso de una mujer en Uberlândia; su cómplice aún es buscado.,www.em.com.br,https://tinyurl.com/yry4vz8n,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Operativo Militar, Robo",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,Uberlândia,America,America del Sur,Brasil,Minas Gerais,Uberlândia,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-18.922505, -48.278816",3/07/2025,3,1,1,Julio,T3,2025
A0000344,A344,3/07/2025,"Dos mujeres y dos hombres son detenidos tras la incautación de éxtasis, marihuana, hachís y crack.","La policía también incautó una réplica de un arma durante el incidente, que se registró en Unaí.",www.g1.globo.com,https://tinyurl.com/2mxs26tf,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Hachis, Cocaina, Replica Arma de Fuego, Domicilio",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,Unaí,America,America del Sur,Brasil,Minas Gerais,Unaí,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-16.360978, -46.900649",3/07/2025,3,1,1,Julio,T3,2025
A0000345,A345,3/07/2025,Armario del narcotráfico: Policía allana bodega con 13 kilos de marihuana y éxtasis ,,www.jmonline.com.br,https://tinyurl.com/258bb3cp,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Ocultammiento detras de Placard",Estimulante y empatogeno,MDMA,28,Pastillas,Policia Militar,Uberaba,America,America del Sur,Brasil,Minas Gerais,Uberaba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-19.746799, -47.937861",3/07/2025,3,1,1,Julio,T3,2025
A0000346,A346,4/07/2025,"Secuestraron cocaína, éxtasis y marihuana en un control vehicular",El procedimiento tuvo lugar en la intersección de Avenida Luro y Corrientes.,www.elmarplatense.com,https://tinyurl.com/3m65ujut,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Cocaina, Control Vehicular",Estimulante y empatogeno,MDMA,2,Pastillas,Prefectura Naval Argentina,Mar del Plata,America,America del Sur,Argentina,Buenos Aires,Mar del Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",4/07/2025,4,1,1,Julio,T3,2025
A0000347,A347,4/07/2025,Decomisan más de 90 pastillas de éxtasis y 3 kilos de marihuana en operativo integrado en PG,,www.dpontanews.com.br,https://tinyurl.com/3e4y66p6,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Residencia de Almacenamiento",Estimulante y empatogeno,MDMA,98,Pastillas,Policia Civil,Boa Vista,America,America del Sur,Brasil,Minas Gerais,Uberaba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-19.732139, -47.920491",4/07/2025,4,1,1,Julio,T3,2025
A0000348,A348,4/07/2025,"Hombre investigado por tráfico de drogas es detenido con LSD, éxtasis y marihuana en el barrio de Ponta Aguda",,www.portalmenina.com.br,https://tinyurl.com/3ffdbpx6,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Marihuana, Flagrancia",Estimulante y empatogeno,MDMA,40,Pastillas,Policia Civil,Ponta Aguda,America,America del Sur,Brasil,Santa Catarina,Blumenau,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.349413, -50.233857","-26.901057, -49.046839",4/07/2025,4,1,1,Julio,T3,2025
,A348,4/07/2025,,,,,,,,,,,,,Alucinogeno,LSD,21,Micropuntos,,,,,,,,,,,,,4/07/2025,4,1,1,Julio,T3,2025
A0000349,A349,4/07/2025,PNP desarticula banda Los Químicos del Tusi en SJL y captura a falsos trabajadores de Sedapal en el Callao,"En Sullana, detienen a presunto extorsionador que exigía S/10 000 a comerciante",www.gob.pe,https://tinyurl.com/muth2dsz,Peru,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Ketamina, Laboratorio Clandestino",Alucinogeno,TUSI,"0,00",Sin datos,Policia Nacional de Peru,San Juan de Lurigancho,America,America del Sur,Peru,Lima,San Juan de Lurigancho,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-12.051428, -77.100412","-11.971424, -76.996055",4/07/2025,4,1,1,Julio,T3,2025
,A349,4/07/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,140,Frascos,,,,,,,,,,,,,4/07/2025,4,1,1,Julio,T3,2025
A0000350,A350,4/07/2025,PDI detuvo a imputado portando 10 paquetes con ketamina en aeropuerto,,www.elreporterodeiquique.com,https://tinyurl.com/ywdz22mp,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Aeropuerto, Sustancia ilícita adosados a su cuerpo",Anestesico disociativo,Ketamina,"3,11",KG,Policia de Investigaciones,Aeropuerto Internacional Chacalluta,America,America del Sur,Chile,Arica,Chacalluta,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-18.349403, -70.334715","-18.349403, -70.334715",4/07/2025,4,1,1,Julio,T3,2025
